logFC	AveExpr	t	P.Value	adj.P.Val	B
FLJ37786	0.686234443934802	4.84188447630579	2.06487399819454	0.0518605839694603	0.267961541072431	-4.22132578242917
GNL3	0.370761347984724	7.72181419080643	2.06431150941668	0.0519187844714355	0.268203340823229	-4.22228019545882
AC013463.2	0.31623498169241	4.17229741931199	2.06415194514275	0.051935305209148	0.268229771304163	-4.22255090889958
NKX3-2	-0.469687923613227	4.90214010903991	-2.06398359329672	0.0519527409027	0.268260914606258	-4.2228365167118
CCL11	0.55299620588361	4.62427875901088	2.06369544670876	0.0519825955818111	0.268356156295917	-4.2233253211109
FOXN3-AS1	0.381688807805192	5.6840142597079	2.06313329213522	0.0520408844229678	0.268598113150802	-4.22427882046595
PAPD7	-0.211650727190484	9.71777176264984	-2.06287839286582	0.0520673338344415	0.268675667351045	-4.22471111374592
REPIN1	0.240210809522205	6.47378653876533	2.06275919862745	0.0520797060693782	0.268680563007628	-4.22491324807461
ATR	0.246179056067451	7.51267465657303	2.06234078327688	0.052123158048259	0.268825299521747	-4.22562275456303
TBX10	0.280334816372751	3.74613671546284	2.06212615159743	0.0521454599502717	0.268825299521747	-4.22598666970312
RABGGTB	0.371425616508997	9.8504673222536	2.06194858428933	0.0521639170546489	0.268825299521747	-4.22628772272963
ORC5	0.26166556196936	6.65477085494494	2.06171352262935	0.0521883593939325	0.268825299521747	-4.22668622802414
CRISPLD2	-0.469407847932747	8.12671917987647	-2.06165302120354	0.0521946521583212	0.268825299521747	-4.22678879276088
SCAF4	-0.332381098834166	6.77722411247476	-2.06161098122914	0.0521990251451009	0.268825299521747	-4.22686005968581
SPAG5	0.383382868593843	5.75026408513173	2.06146215159461	0.0522145090084833	0.268825299521747	-4.22711235093074
SLIT3	-0.417768947639654	4.67039496907995	-2.06127529532035	0.0522339549099314	0.268825299521747	-4.22742908728465
DIAPH2-AS1	0.290067506929045	3.37191864185661	2.06123100204059	0.0522385654104529	0.268825299521747	-4.22750416525905
CNPPD1	-0.318401897022065	7.70173583062454	-2.06121933964239	0.052239779413705	0.268825299521747	-4.22752393308079
PNKP	0.379348263184504	8.70171546661503	2.06120462276035	0.0522413114111671	0.268825299521747	-4.22754887816576
CCDC8	-0.551168622272755	5.85310996030918	-2.06109320613147	0.0522529109647252	0.268825299521747	-4.22773772544069
LOC101929745	0.253996499781709	2.70158268561623	2.06106021132439	0.0522563464886662	0.268825299521747	-4.22779364923164
SLC6A5	0.328939390385597	3.38455015361488	2.06049464808008	0.052315266279342	0.269026089254186	-4.22875214893192
MKRN4P /// MKRN4P	0.397350342300176	9.16520621576484	2.0604659853366	0.0523182539221363	0.269026089254186	-4.22880072122842
RP11-96K19.4	0.42895904291865	5.46066207412143	2.06030427321642	0.0523351127532658	0.269053956711871	-4.2290747528358
HIST1H2BM	0.619707466799252	4.48840750974916	2.05996665211503	0.0523703261962456	0.269159600363809	-4.22964682933579
RRP12	0.236921011494183	4.33332368370843	2.05978316218648	0.0523894728813646	0.269159600363809	-4.22995771573612
TMSB4X	-0.294563878196037	13.0712708738862	-2.05972023651028	0.0523960404554968	0.269159600363809	-4.23006432644107
MFAP5	-1.00385713749232	4.56024440400134	-2.05966853126527	0.0524014375028012	0.269159600363809	-4.23015192557568
NRP1	0.321812853450993	5.50942880471948	2.05938764328307	0.0524307656067853	0.269163769641776	-4.23062778207524
ALDH1A2 /// LOC101928635	-0.771918499331642	8.07910173019728	-2.05934009387916	0.0524357317985169	0.269163769641776	-4.23070833212862
FGF14-IT1	0.36436285370522	3.23734796882258	2.05933074535553	0.0524367082339638	0.269163769641776	-4.2307241686561
OCA2	-0.667802217959599	3.82122903368779	-2.05918700378441	0.0524517238225139	0.269163769641776	-4.23096766307806
ABCB6	0.217981392888018	6.53042445821607	2.05911287129066	0.0524594693893665	0.269163769641776	-4.2310932373245
HIST1H3A	0.378113758154984	3.33423430566412	2.0587642034358	0.0524959129436516	0.26928100711468	-4.23168381283028
RP11-25I15.3	0.236960624757967	3.40610042491934	2.0586752253193	0.052505216778398	0.26928100711468	-4.23183451422605
KCNJ16	0.320935355294792	3.85605490490804	2.05789520012409	0.0525868420986683	0.269640838491537	-4.23315545756935
LOC100049716	-0.413268559928026	5.84893719547447	-2.05756670895756	0.0526212509631162	0.269758461781276	-4.2337116493835
C12orf40	0.241094259650679	2.65647058573682	2.05739431584575	0.0526393169213809	0.269792271516862	-4.23400351776962
TAF1B	-0.299073518209202	5.78246911762872	-2.05691414077927	0.0526896662894042	0.269991492620215	-4.23481639090275
ENTPD1-AS1 /// LOC101927104	0.429158125559423	4.89304134926914	2.05674023567936	0.0527079119924848	0.270026157713623	-4.23511075943693
SNX32	0.331141175131231	3.81304057642431	2.05637608284965	0.0527461364034543	0.270163137676229	-4.23572710811614
HAL	0.220230031808906	3.41936384123591	2.05623159935856	0.0527613094476168	0.270182015721304	-4.23597163504722
CCNA2	0.284571579577524	5.74448543908342	2.05608312627172	0.052776905544133	0.270203051457991	-4.23622290261916
PCMT1	-0.189525835740208	9.42604681590223	-2.05452609689039	0.0529407104137949	0.270974354191164	-4.23885723386067
TST	0.392423507372074	9.01375406854683	2.05436724058037	0.0529574482731487	0.270974354191164	-4.23912593043941
NCK1-AS1	0.532620724222751	6.20407369666957	2.05415692499355	0.0529796154341314	0.270974354191164	-4.23948164707386
ITPKB	-0.253130218519064	5.59093967171417	-2.05412101694872	0.0529834009568441	0.270974354191164	-4.23954237770983
PLEKHO1	-0.579714953644782	8.06755050560702	-2.05392922830638	0.0530036239428113	0.270974354191164	-4.23986673492383
NHP2L1	-0.234880253625713	8.36075499379977	-2.05380797343826	0.0530164131306292	0.270974354191164	-4.24007179385722
DAP3	0.164801172020137	8.9960179161609	2.0538038558378	0.0530168474774008	0.270974354191164	-4.2400787571593
COL28A1	0.674318903008939	6.43745840347255	2.05356082691659	0.0530424891401899	0.270974354191164	-4.2404897292007
DHX8	-0.297249544708954	6.52611597752357	-2.05341922183706	0.0530574348376216	0.270974354191164	-4.24072917495194
DNMBP /// LOC101927371	0.939620284162422	5.00690142604065	2.0533993610654	0.053059531343439	0.270974354191164	-4.2407627574887
OGFRL1	-0.357602972393282	5.74750414401846	-2.05339707126288	0.0530597730600906	0.270974354191164	-4.24076662929757
SIRPD	0.226725023753651	2.88708524503822	2.05331099964609	0.0530688596883184	0.270974354191164	-4.24091216510687
AC068039.4	0.359433887349625	3.92905243327668	2.05300814843139	0.0531008429609114	0.270974354191164	-4.24142421574286
NUTM1	0.217119398536524	3.7898578752495	2.05286257281786	0.0531162229504214	0.270974354191164	-4.24167033289061
DRAXIN	0.22786876009447	3.69991354024575	2.05285045132496	0.0531175037602429	0.270974354191164	-4.24169082556703
THOC6	-0.377531294077268	6.69512313992008	-2.05282899829842	0.0531197706485499	0.270974354191164	-4.24172709400644
NDN	-0.540357504693991	10.4982335522183	-2.05277513784336	0.0531254623323388	0.270974354191164	-4.24181814930428
EID1	-0.23446316688689	10.1282537105657	-2.05268548913768	0.0531349371398661	0.270974354191164	-4.24196970403964
ADRA1D	-0.425507577829927	3.95329500899406	-2.05240089469815	0.0531650254532494	0.271003929304519	-4.2424507942963
KDM5C	-0.290555296355588	7.74899695721548	-2.05238532603447	0.0531666718674516	0.271003929304519	-4.24247711098022
SLC48A1	-0.273423576151707	6.9416066539997	-2.05230371334019	0.0531753033052872	0.271003929304519	-4.24261506392076
HIST1H3C	0.388185679392164	3.51050162203785	2.05213814836543	0.0531928174807131	0.27103445995372	-4.24289491370393
DHDDS	-0.239536247095098	7.04060160664693	-2.05170098995454	0.0532390868573526	0.27116751514795	-4.24363376071416
PRDM10	0.217153219960922	5.81817978825196	2.05167358006374	0.0532419891561748	0.27116751514795	-4.24368008316322
GPR64	-1.04421645657361	5.00300145211697	-2.0515009760852	0.0532602686061784	0.271192155311231	-4.2439717731062
HAPLN3	-0.465474913758325	6.19075719090697	-2.05141016945928	0.0532698876504203	0.271192155311231	-4.24412522432469
RPS8 /// SNORD38B /// SNORD55	0.229275132094973	12.5687323627814	2.05100254556677	0.0533130859979553	0.271209362259797	-4.24481400134454
TES	-0.307552059618872	7.52935753718909	-2.05099831392774	0.0533135346148922	0.271209362259797	-4.24482115124028
IL18R1	-0.697685561837672	5.71172683001465	-2.05099275980384	0.0533141234401166	0.271209362259797	-4.24483053562914
S100B	-0.534131375457961	3.46891323964768	-2.05084306657624	0.0533299954943189	0.271209362259797	-4.24508345497945
ANKUB1	0.266387652871143	2.90625754414489	2.05081001323842	0.0533335007289962	0.271209362259797	-4.2451392997917
LINC01134	0.24740223305651	4.7295288174281	2.05072559867072	0.0533424536485469	0.271209362259797	-4.24528191864729
GABRA2	0.170847800863965	2.54643952842641	2.05024066815484	0.0533939109898272	0.271392862009311	-4.24610113845231
HIST3H3	0.279317592576045	4.41502313242245	2.05011955877543	0.0534067691942302	0.271392862009311	-4.2463057158221
LOC101929842 /// PGA3 /// PGA4 /// PGA5	0.369831865535276	3.56966773279723	2.05005936049497	0.0534131614898428	0.271392862009311	-4.24640739958157
KLHDC7B	-0.527032410662718	3.29145900446213	-2.04958238481818	0.0534638345390748	0.271555829383817	-4.24721301409695
POGK	-0.336084394123917	6.47246742316204	-2.04952599769866	0.0534698278559673	0.271555829383817	-4.24730824430903
TRA2A	-0.418493932473683	6.75930414942784	-2.04943150685501	0.0534798725215067	0.271555829383817	-4.24746782278901
LINC01207	1.14432982013472	8.64790790763534	2.04929977976137	0.0534938783387855	0.271568318266401	-4.24769027890285
LOC729658	0.260448449075966	2.90403902645668	2.04861581682698	0.0535666532601002	0.271860110447285	-4.24884518426778
MIR3185 /// PRAC2	0.449932565484909	7.22439719935345	2.04830565626452	0.0535996841727723	0.271860110447285	-4.24936882432036
PRR15	-0.745181496686098	5.8021750718676	-2.04821239391882	0.0536096198272767	0.271860110447285	-4.24952626798698
LCNL1	-0.604625353982279	4.58927069919665	-2.04814422993446	0.0536168826859774	0.271860110447285	-4.24964133818351
GSTO2	-0.487398533834668	8.59832406474944	-2.04814172877156	0.0536171492011616	0.271860110447285	-4.24964556044437
APC	-0.337047855291324	5.4013020691554	-2.04810833152736	0.0536207080087142	0.271860110447285	-4.24970193865321
RP11-118G23.1	0.333700648000224	3.68190335529169	2.04785003458435	0.0536482392653986	0.27192158911751	-4.25013795229235
KLHL11	-0.255788593087511	2.68427587727698	-2.04755828530806	0.0536793513727117	0.27192158911751	-4.25063039214132
ZYG11A	0.797245796260621	8.46959785999111	2.04743651874289	0.0536923413297023	0.27192158911751	-4.25083590704876
TYSND1	0.230238939686585	7.05163205529565	2.04743358008643	0.0536926548579899	0.27192158911751	-4.25084086675105
ZNF334	-0.947335410679226	7.41019587387608	-2.04738906003143	0.0536974049494218	0.27192158911751	-4.25091600468583
BC041998	0.359225977134577	2.8381883991893	2.04729110702571	0.0537078574252973	0.27192158911751	-4.25108131944757
NANS	0.321868952233613	8.90620285620531	2.0471652242875	0.0537212929365884	0.27192158911751	-4.25129376361851
RNF185	-0.240449021544468	9.46958890447943	-2.0470636157229	0.0537321398545211	0.27192158911751	-4.25146523572136
CDH3	-0.709900146795237	7.90293907758738	-2.04701916694177	0.0537368854684603	0.27192158911751	-4.25154024466927
CREBL2	-0.3704403810093	8.8192355598573	-2.0465973594605	0.0537819388325988	0.271998019075629	-4.25225200824523
SLC7A5	-0.995099224041291	7.34254527405758	-2.046572298322	0.0537846166848528	0.271998019075629	-4.25229429378276
AC007362.3	-0.348580410280161	4.37898819140381	-2.04655296010404	0.0537866831088755	0.271998019075629	-4.2523269228371
TREML3P	0.366567746950349	3.4569288209498	2.04607126275492	0.0538381788216459	0.272139489652939	-4.25313961893185
RGL1	-0.452366078076867	8.92544714014602	-2.04604856746233	0.0538406061453153	0.272139489652939	-4.25317790628532
LOC100508631	0.200066417446044	2.38331517032205	2.0459666327478	0.0538493701039446	0.272139489652939	-4.25331612930581
NUDC	-0.175998825230908	7.72572574699312	-2.04574428413424	0.0538731595587014	0.272201227243965	-4.25369121122476
ALX4	0.242700203436199	4.85897649423015	2.04522495072845	0.0539287606308123	0.27239754601587	-4.25456717756679
OLAH	0.251830392635851	3.31378178009236	2.04516504702669	0.0539351773722749	0.27239754601587	-4.2546682087261
NEK7	-0.315120610287779	7.98304018447836	-2.04487750576016	0.0539659876356268	0.272492174802981	-4.25515313773804
LOC101928495	0.263587377291235	2.29263064765456	2.04477397277142	0.0539770851363558	0.272492174802981	-4.25532773204106
HRH4	0.32003030266428	2.84433703911067	2.04444902191256	0.0540119292790111	0.272609565803077	-4.25587568058923
PPM1E	0.780927387378797	6.09512844623001	2.04422018590692	0.0540364792246881	0.272644654757086	-4.25626152185091
LOC101928597	0.299461683998982	4.33069018308597	2.04416812792763	0.0540420654964939	0.272644654757086	-4.25634929313451
ZNF324	-0.422431006787943	7.0182126123732	-2.04398204365964	0.0540620381822318	0.272686926452089	-4.25666302494066
RIN1	-0.375730153867642	6.43174491217539	-2.04369867510162	0.0540924652376577	0.27278190016932	-4.25714073953375
LOC101927098	0.234728109388884	3.35607302666148	2.04325861819662	0.0541397473316958	0.272852632860473	-4.2578825215417
TMEM200C	-0.418369056435724	4.37185672172901	-2.04313912251764	0.0541525929877798	0.272852632860473	-4.25808393173291
BOLL	0.474694022534866	4.46249089708765	2.0431335687256	0.0541531900808402	0.272852632860473	-4.2580932924757
AKAP17A	0.200412221870654	5.9907222815028	2.04297251717389	0.054170507441567	0.272852632860473	-4.25836473271598
LOC439951	0.320561647716771	3.74899437042746	2.04288872648937	0.0541795191500496	0.272852632860473	-4.25850595015412
LOC100996263	0.249182752159667	2.81819981491613	2.04284657356215	0.0541840532156322	0.272852632860473	-4.25857699158888
EML3	0.260583016485072	5.07124106123237	2.04268964685621	0.0542009356021261	0.272852632860473	-4.25884145600186
NBEAL1	-0.300893651131652	6.10970461352144	-2.04261646445656	0.0542088102751705	0.272852632860473	-4.25896478389236
LOC283070	-0.534958554582579	6.37139466818472	-2.04259134893385	0.054211513026465	0.272852632860473	-4.25900710822906
RASGRF2	-0.608699544816476	6.17352228952744	-2.04248081984251	0.0542234088049593	0.272852632860473	-4.25919336637181
PRKCDBP	-0.598693586659502	6.54677845286123	-2.04230359678324	0.0542424874561298	0.272852632860473	-4.25949200035633
SEMA7A	0.21561206165713	4.41611797733361	2.04227374205236	0.0542457020091654	0.272852632860473	-4.25954230614989
CDC25A	0.212729917733967	4.20332039753036	2.04210955474344	0.0542633836262149	0.27288321207795	-4.25981895646056
CACNG7	0.233365315305312	3.44523351685923	2.04148395067326	0.0543308033633537	0.273163851027379	-4.26087294802083
MSRB2	-0.493624684021338	6.85728444308898	-2.04085345766873	0.0543988259089573	0.273352843242088	-4.2619349660817
COX1	0.2236337640856	13.1094237507547	2.04080832493517	0.0544036981091114	0.273352843242088	-4.26201098068352
SMAD4	-0.3147486389668	6.34296210026885	-2.04078152425916	0.0544065914993166	0.273352843242088	-4.26205611908871
RUSC2	-0.395317096895907	6.46289460196035	-2.0405003054046	0.0544369600892971	0.273352843242088	-4.26252973229957
ITFG2	0.302295377721421	6.86615525202421	2.04047670935675	0.0544395088974376	0.273352843242088	-4.26256946954596
LOC729296	0.464187225323401	3.28563769980562	2.04046387202337	0.0544408956110009	0.273352843242088	-4.26259108830822
ST8SIA3	0.171581805473343	2.70230000211785	2.04031878920292	0.0544565699380466	0.273352843242088	-4.26283540952383
CLIP2	-0.470893161965003	4.81623618191978	-2.0402125647507	0.0544680486837665	0.273352843242088	-4.26301428569022
ALAS2	0.245541560167769	3.35972388709184	2.04015344023033	0.0544744386917251	0.273352843242088	-4.26311384555157
SIX2	-0.471551149434501	4.32097016385718	-2.04005930138534	0.0544846143332869	0.273352843242088	-4.26327236225024
CTC-384G19.1	0.4239915579132	3.8963375788114	2.03950025839459	0.0545450774174087	0.273597829144264	-4.26421361575355
PIBF1	-0.374208799405121	7.85292203493174	-2.03939092381657	0.0545569094834986	0.27359882964859	-4.2643976815627
ANKS6	0.235475872389342	5.21909982689931	2.03878833270051	0.0546221624936817	0.273867674664548	-4.26541203546679
EMR3	0.261029688823921	2.8332216457232	2.03787282799058	0.0547214339081173	0.274306932122532	-4.26695275371545
CAT	-0.351464080716892	7.37219306120039	-2.03760585180297	0.054750413501993	0.274393719490065	-4.2674019684658
RDH13	0.234098243631195	6.33033366940082	2.03732075878422	0.0547813748098554	0.274478873593902	-4.26788162476722
HOXA4	0.29709993244171	5.65029751652649	2.03705765481578	0.054809962005091	0.274478873593902	-4.26832424709429
NARF	0.388413824759841	8.19437485856364	2.037033547556	0.0548125820139559	0.274478873593902	-4.2683648011259
ADK	0.274780384047347	6.82628982583131	2.03687442672904	0.05482987828981	0.274478873593902	-4.26863247169701
LOC100996286	0.466558618944057	5.37534861205914	2.03683792987192	0.0548338461510842	0.274478873593902	-4.2686938642402
LOC101928323	0.334750481312268	3.61597116909333	2.03677854834637	0.0548403025348467	0.274478873593902	-4.26879375030856
FLJ23867 /// QSOX1	-0.494790005279836	5.88727637782852	-2.03669769449297	0.0548490946382373	0.274478873593902	-4.26892975210781
RP11-506E9.3	0.443222480832389	3.18669575556288	2.03655171528272	0.0548649717149541	0.274499922300727	-4.26917529046805
LOC101929116	0.220873088736215	2.38363732753146	2.03637703206783	0.05488397612337	0.274536605364029	-4.26946909431389
HOOK2	0.378455085211712	8.01844744583804	2.03596611895209	0.0549287040713186	0.274671413252961	-4.2701601547705
CCDC53	-0.23941040462025	9.49860684281595	-2.03591488988159	0.0549342826505921	0.274671413252961	-4.27024630386862
MITF	-0.286534509349973	6.31683152134673	-2.03573824153324	0.054953522628288	0.274709214073822	-4.27054335291802
LOC101928865	0.382751409776149	4.46308174539559	2.03553462257241	0.0549757076465059	0.274761717774292	-4.27088573469694
PYCRL	0.498730534280198	6.40181942015874	2.03533511323063	0.0549974526860076	0.274812000674506	-4.27122118479805
ZFAND3	-0.303977388474118	6.78217807099786	-2.034953681491	0.0550390473589449	0.274961426058281	-4.27186245570936
PIK3R2	0.285957321519119	7.80687849512518	2.03483088659301	0.0550524439879684	0.274969947461672	-4.27206888452744
APOLD1	-0.515164821269633	9.55709361822802	-2.03458549932265	0.0550792238988788	0.275028087896808	-4.27248137762292
RGS12	-0.219745156969594	4.95368764909825	-2.03450995012288	0.0550874711769499	0.275028087896808	-4.27260836847071
ITPRIPL2	-0.258328586316069	7.10057774507526	-2.03416345924244	0.0551253097898268	0.275110380985544	-4.27319074691894
IFI35	-0.479173711246449	8.00130814161175	-2.03414359195016	0.0551274801071328	0.275110380985544	-4.27322413772714
KIAA0509	0.26838535271354	3.06557135205306	2.03401745494452	0.0551412611893539	0.275110380985544	-4.27343613033037
RP11-3L8.3	0.294618926464116	2.56834186654917	2.03393069646261	0.0551507417664472	0.275110380985544	-4.27358193635409
TRAF2	0.277372779598257	5.67936960342194	2.03344751832369	0.0552035680047751	0.275287848042955	-4.27439389053453
PRELID1	0.228060501203072	9.14198535123404	2.03339121160943	0.0552097270075943	0.275287848042955	-4.27448850275696
HEIH	-0.303232971994345	8.09182000318602	-2.03327179132756	0.0552227916040406	0.275294628767917	-4.274689159166
RABGAP1	-0.213868007588088	7.94198299127344	-2.03298095364078	0.0552546208693328	0.27539493173272	-4.27517780852926
SENCR	0.297235208089451	4.10281354081254	2.0325687103435	0.0552997648992248	0.27547684994532	-4.27587035953846
OLFM2	0.332620870728839	5.18247763318793	2.03250520085073	0.0553067226452608	0.27547684994532	-4.27597704469188
SMARCD3	-0.359787970980766	6.42890955608669	-2.03241183815052	0.055316952365136	0.27547684994532	-4.27613387425099
CTD-2587M23.1	0.22948467986026	2.83373946662719	2.0323134257941	0.0553277372078563	0.27547684994532	-4.27629918112564
SBSPON	-0.564396540704296	5.30378827056255	-2.03224245312265	0.0553355161503556	0.27547684994532	-4.27641839333787
KLF10	-0.81620643863037	8.91741757015603	-2.03218940184514	0.0553413314622294	0.27547684994532	-4.27650750137589
WNT2	-0.74369859955864	3.86671125966259	-2.03196448603119	0.055365992093353	0.275541289470093	-4.27688526648269
CTD-2537I9.16	0.259159604677626	3.01939325435671	2.0317944663084	0.0553846402348333	0.275575785556014	-4.27717081104137
CHRD	0.313917494298904	4.63412813769329	2.03155299827946	0.0554111346483455	0.275649299265881	-4.27757632500168
ZNF573	0.243366843271299	6.03413790108363	2.03118439566523	0.0554516004307211	0.275792269429173	-4.27819528481078
FKBP6	0.297378385177588	4.47727514041288	2.03107354916688	0.0554637745080523	0.275794498188032	-4.27838140474766
KLHDC8A	0.267732850330398	3.15855445313968	2.03080983891409	0.0554927469607559	0.275880238536669	-4.27882416849352
TTTY6 /// TTTY6B	0.289915349527866	3.07122598173622	2.03046515269149	0.0555306362385822	0.276010262961	-4.27940283309379
SNX5	0.217679019247944	7.18126979389301	2.03035293491195	0.0555429766574821	0.27601327086076	-4.27959121234958
NUPL1	-0.232537871881674	7.02776601960134	-2.03008141239177	0.0555728457313464	0.276080265052874	-4.28004698758991
PSMB6	-0.236899972473335	9.93018935857274	-2.03001699336785	0.0555799343123026	0.276080265052874	-4.28015511499517
LOC102724640	0.35693884060516	5.0110708497192	2.0294991032153	0.0556369516423916	0.27616069299826	-4.28102431358997
DNAH10	0.162690039725458	3.13379403499487	2.02923626083618	0.0556659094023461	0.27616069299826	-4.28146539904045
PCNT	0.250919582917122	8.38289787770811	2.02920428086134	0.0556694336068454	0.27616069299826	-4.28151906328951
ZNF239	0.431168892511693	6.9823848293055	2.02918607338702	0.0556714401661288	0.27616069299826	-4.28154961624105
LRCH4 /// SAP25	0.274991273294978	6.15954380556751	2.0290805764233	0.0556830677594809	0.27616069299826	-4.28172664134701
FAM188B /// INMT-FAM188B	-0.468771786962706	5.79795549616954	-2.02895955267257	0.0556964093502402	0.27616069299826	-4.2819297132461
TCP11L2	0.186044118831475	3.82089101339471	2.02889154900066	0.0557039072922502	0.27616069299826	-4.28204381662337
RP11-378A13.1	-0.420472902527313	5.85649774870622	-2.02884019022358	0.0557095706017738	0.27616069299826	-4.28212998988786
ELOVL4	-0.527042583388368	7.25520552381157	-2.02881403624421	0.0557124547874415	0.27616069299826	-4.28217387227874
C9orf41	0.249355877186655	6.07048125062218	2.02880418518814	0.055713541168229	0.27616069299826	-4.2821904007544
SLC6A16	-0.597063375239985	6.23792571313009	-2.02839963436583	0.0557581716693723	0.276211637429419	-4.28286912662459
SCARNA13 /// SNHG10	0.329214792560443	6.61886900582545	2.0281360628418	0.0557872663838994	0.276211637429419	-4.2833112805908
FOSL2	-0.560589146570493	7.34324661094387	-2.02809228201174	0.0557921005079481	0.276211637429419	-4.28338472144762
CENPH	0.392075590140522	5.73393931913438	2.02797775037867	0.0558047484576147	0.276211637429419	-4.28357683952317
APOL1	-0.377676845607706	7.57492772731901	-2.02783133731926	0.0558209208707945	0.276211637429419	-4.28382242603328
COL11A1	0.349808458102844	3.300901347111	2.02778886650915	0.0558256128727317	0.276211637429419	-4.2838936624633
KLRG1	0.326488397883226	3.75417363350564	2.02769824627507	0.0558356254064077	0.276211637429419	-4.28404565685272
SNORA78	0.458369871122937	4.5826576496107	2.02752952912278	0.0558542710662507	0.276211637429419	-4.28432862896587
ST3GAL5	-0.643398030560392	8.26115964656236	-2.02745216252059	0.055862823045787	0.276211637429419	-4.28445838299904
SURF6	0.283715387848794	6.94412455800036	2.02737551014409	0.0558712972312732	0.276211637429419	-4.28458693602039
LOC100505797	0.405430803215392	2.9307913502582	2.02728520791464	0.0558812819307603	0.276211637429419	-4.28473837705258
TXNDC12	0.234104702811395	9.48327409888649	2.02726070762756	0.055883991197915	0.276211637429419	-4.28477946441862
RPL29P7 /// RPL29P7	0.296299817287251	4.80996644763141	2.02708920842017	0.0559029590486578	0.276211637429419	-4.28506706228089
SFT2D2	-0.276035504873705	7.38284684919166	-2.02706753643981	0.0559053563843986	0.276211637429419	-4.28510340427373
AOX2P	0.281457821722776	4.02702832104299	2.02703501699952	0.0559089538293314	0.276211637429419	-4.28515793602478
SENP8	-0.340680388134288	5.13035571065718	-2.02701003189068	0.0559117179337357	0.276211637429419	-4.28519983309347
SAMD4B	-0.264129667302998	6.96710098268249	-2.02681788705522	0.0559329790164437	0.276241121206925	-4.28552202605464
CCKAR	0.377954042952031	3.98298820800624	2.0267438248127	0.0559411760335282	0.276241121206925	-4.28564621007733
RBFA	0.195240598156311	6.44080323173769	2.02661752762908	0.0559551567574161	0.276252159306135	-4.2858579723707
TSC1	0.242839112736282	9.41138368145382	2.02628422133512	0.0559920677865773	0.276376376566694	-4.28641678548427
LPL	0.718469495862074	5.67580569393514	2.02579890196623	0.0560458520053734	0.276583810148213	-4.28723035352195
C11orf68	-0.422215903210518	7.21031410636109	-2.02567412710686	0.0560596873107538	0.27659405192971	-4.28743950020621
RP3-336K20__B.2	0.286500710359966	2.92865608122142	2.02550281275187	0.056078687992375	0.276629769626817	-4.28772664244859
PRKAR2B	-0.666742005296216	6.23496132380519	-2.02496644466773	0.0561382144790679	0.276785189966393	-4.28862555428895
LOC100506114	-0.412218026100071	6.91589067863118	-2.02493586739377	0.0561416096673782	0.276785189966393	-4.28867679481086
LHX8	0.363336898240109	3.09740505138414	2.02490084000147	0.0561454992061931	0.276785189966393	-4.28873549209771
LOC283357	-0.355243128816059	7.53337152645525	-2.02457803025936	0.056181356242647	0.276903918446575	-4.28927641078231
SETD8	-0.217411630050613	8.54120715379554	-2.02414235866659	0.0562297822124411	0.277084533341005	-4.29000635868278
C9orf9	-0.324270479598721	4.4831336995338	-2.02358809859034	0.0562914435366209	0.277330279007399	-4.29093484897746
POLA1	-0.32120575610893	7.44948170182825	-2.0233281119505	0.0563203878276698	0.277374623024579	-4.29137031888507
AGPAT3	0.229366275606816	7.16936907444182	2.02329539995589	0.0563240305937666	0.277374623024579	-4.29142510793551
ATRAID	-0.24108197610446	10.1595289115045	-2.023016367437	0.0563551118645395	0.277469589921283	-4.29189243385308
COMTD1	0.297564107462866	7.58392810800589	2.02232015266526	0.0564327297082254	0.277793596219644	-4.29305827767491
RRAS2	-0.330625990307402	7.42217185303486	-2.02190048194536	0.0564795630645941	0.277964964400058	-4.29376090992246
THSD7B	-0.639723168170079	4.09124610972863	-2.02146106887781	0.0565286368153904	0.277964964400058	-4.29449649430944
PRRC2C	-0.24178637767101	9.63023430339581	-2.02143941922872	0.0565310556381696	0.277964964400058	-4.29453273348033
SLC26A8	0.381341225049686	3.19257107045002	2.02142076366716	0.0565331400185651	0.277964964400058	-4.29456396067049
FAM171A2	0.339927907660433	4.52898944306602	2.02140815069212	0.0565345493014795	0.277964964400058	-4.29458507318384
EPB41L3	-0.523815875887703	5.58649655950693	-2.02137322381751	0.0565384519425968	0.277964964400058	-4.29464353587612
SMIM8	-0.293901426299682	6.70345693468929	-2.02085453523526	0.0565964372541078	0.278172235015112	-4.29551167067656
GLIS1	-0.95772188791334	5.41447759059311	-2.02067605106279	0.0566164026745134	0.278172235015112	-4.29581036815443
WNK2	0.368829409127953	6.46413340741058	2.02059070092102	0.0566259522529653	0.278172235015112	-4.29595319757811
APEX1	0.350565468315135	9.95721993850672	2.02057312213452	0.0566279192709336	0.278172235015112	-4.29598261435904
ACVRL1	-0.363532709025442	5.78491710358611	-2.02035528947399	0.0566522992164781	0.278233885481638	-4.29634712719159
CHRNB1	-0.33672706025554	3.6641298149623	-2.02013544094059	0.0566769142925274	0.278296664751617	-4.29671498743225
RCAN2	-0.597499661074762	8.31428844906797	-2.01952176932424	0.0567456738900274	0.278576132309214	-4.29774167220139
RP11-585P4.5	-0.331335473528393	3.18950316252264	-2.01928097938269	0.0567726738590816	0.278643609964212	-4.29814446318951
PLD3	-0.344568001187879	7.67146096162611	-2.01911103873902	0.0567917363506373	0.278643609964212	-4.29842871940317
